,REF_DATE,GEO,Sex,Age group,Income source,Statistics,SCALAR_FACTOR,VALUE
279829,1983,Prairie provinces,Females,25 to 34 years,Total income,Median income (excluding zeros),units,28500.0
279904,1983,Prairie provinces,Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,42700.0
279979,1983,Prairie provinces,Males,35 to 44 years,Total income,Median income (excluding zeros),units,59700.0
280054,1983,Prairie provinces,Females,35 to 44 years,Total income,Median income (excluding zeros),units,27100.0
280129,1983,Prairie provinces,Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,42900.0
280204,1983,Prairie provinces,Males,45 to 54 years,Total income,Median income (excluding zeros),units,64500.0
280279,1983,Prairie provinces,Females,45 to 54 years,Total income,Median income (excluding zeros),units,23000.0
280354,1983,Prairie provinces,Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,33500.0
280429,1983,Prairie provinces,Males,55 to 64 years,Total income,Median income (excluding zeros),units,53100.0
280504,1983,Prairie provinces,Females,55 to 64 years,Total income,Median income (excluding zeros),units,16700.0
280579,1983,Prairie provinces,Both sexes,65 years and over,Total income,Median income (excluding zeros),units,19100.0
280654,1983,Prairie provinces,Males,65 years and over,Total income,Median income (excluding zeros),units,25100.0
280729,1983,Prairie provinces,Females,65 years and over,Total income,Median income (excluding zeros),units,16000.0
280804,1983,Manitoba,Both sexes,16 years and over,Total income,Median income (excluding zeros),units,27300.0
280879,1983,Manitoba,Males,16 years and over,Total income,Median income (excluding zeros),units,41100.0
280954,1983,Manitoba,Females,16 years and over,Total income,Median income (excluding zeros),units,17200.0
281029,1983,Manitoba,Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,12100.0
281104,1983,Manitoba,Males,16 to 24 years,Total income,Median income (excluding zeros),units,15000.0
281179,1983,Manitoba,Females,16 to 24 years,Total income,Median income (excluding zeros),units,10700.0
281254,1983,Manitoba,Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,39300.0
281329,1983,Manitoba,Males,25 to 54 years,Total income,Median income (excluding zeros),units,55300.0
281404,1983,Manitoba,Females,25 to 54 years,Total income,Median income (excluding zeros),units,26000.0
281479,1983,Manitoba,Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,41200.0
281554,1983,Manitoba,Males,25 to 34 years,Total income,Median income (excluding zeros),units,50100.0
281629,1983,Manitoba,Females,25 to 34 years,Total income,Median income (excluding zeros),units,27200.0
281704,1983,Manitoba,Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,39300.0
281779,1983,Manitoba,Males,35 to 44 years,Total income,Median income (excluding zeros),units,54300.0
281854,1983,Manitoba,Females,35 to 44 years,Total income,Median income (excluding zeros),units,26300.0
281929,1983,Manitoba,Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,38300.0
282004,1983,Manitoba,Males,45 to 54 years,Total income,Median income (excluding zeros),units,61700.0
282079,1983,Manitoba,Females,45 to 54 years,Total income,Median income (excluding zeros),units,20500.0
282154,1983,Manitoba,Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,30600.0
282229,1983,Manitoba,Males,55 to 64 years,Total income,Median income (excluding zeros),units,55100.0
282304,1983,Manitoba,Females,55 to 64 years,Total income,Median income (excluding zeros),units,13900.0
282379,1983,Manitoba,Both sexes,65 years and over,Total income,Median income (excluding zeros),units,19300.0
282454,1983,Manitoba,Males,65 years and over,Total income,Median income (excluding zeros),units,24900.0
282529,1983,Manitoba,Females,65 years and over,Total income,Median income (excluding zeros),units,15900.0
282604,1983,Saskatchewan,Both sexes,16 years and over,Total income,Median income (excluding zeros),units,27300.0
282679,1983,Saskatchewan,Males,16 years and over,Total income,Median income (excluding zeros),units,38600.0
282754,1983,Saskatchewan,Females,16 years and over,Total income,Median income (excluding zeros),units,16900.0
282829,1983,Saskatchewan,Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,15400.0
282904,1983,Saskatchewan,Males,16 to 24 years,Total income,Median income (excluding zeros),units,20400.0
282979,1983,Saskatchewan,Females,16 to 24 years,Total income,Median income (excluding zeros),units,12900.0
283054,1983,Saskatchewan,Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,37300.0
283129,1983,Saskatchewan,Males,25 to 54 years,Total income,Median income (excluding zeros),units,55100.0
283204,1983,Saskatchewan,Females,25 to 54 years,Total income,Median income (excluding zeros),units,24600.0
283279,1983,Saskatchewan,Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,36500.0
283354,1983,Saskatchewan,Males,25 to 34 years,Total income,Median income (excluding zeros),units,45900.0
283429,1983,Saskatchewan,Females,25 to 34 years,Total income,Median income (excluding zeros),units,29500.0
283504,1983,Saskatchewan,Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,37800.0
283579,1983,Saskatchewan,Males,35 to 44 years,Total income,Median income (excluding zeros),units,58400.0
283654,1983,Saskatchewan,Females,35 to 44 years,Total income,Median income (excluding zeros),units,22100.0
283729,1983,Saskatchewan,Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,39600.0
283804,1983,Saskatchewan,Males,45 to 54 years,Total income,Median income (excluding zeros),units,59000.0
283879,1983,Saskatchewan,Females,45 to 54 years,Total income,Median income (excluding zeros),units,23200.0
283954,1983,Saskatchewan,Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,29300.0
284029,1983,Saskatchewan,Males,55 to 64 years,Total income,Median income (excluding zeros),units,46700.0
284104,1983,Saskatchewan,Females,55 to 64 years,Total income,Median income (excluding zeros),units,13800.0
284179,1983,Saskatchewan,Both sexes,65 years and over,Total income,Median income (excluding zeros),units,17300.0
284254,1983,Saskatchewan,Males,65 years and over,Total income,Median income (excluding zeros),units,26200.0
284329,1983,Saskatchewan,Females,65 years and over,Total income,Median income (excluding zeros),units,14800.0
284404,1983,Alberta,Both sexes,16 years and over,Total income,Median income (excluding zeros),units,32000.0
284479,1983,Alberta,Males,16 years and over,Total income,Median income (excluding zeros),units,46500.0
284554,1983,Alberta,Females,16 years and over,Total income,Median income (excluding zeros),units,21800.0
284629,1983,Alberta,Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,18400.0
284704,1983,Alberta,Males,16 to 24 years,Total income,Median income (excluding zeros),units,20700.0
284779,1983,Alberta,Females,16 to 24 years,Total income,Median income (excluding zeros),units,16100.0
284854,1983,Alberta,Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,42900.0
284929,1983,Alberta,Males,25 to 54 years,Total income,Median income (excluding zeros),units,58200.0
285004,1983,Alberta,Females,25 to 54 years,Total income,Median income (excluding zeros),units,28200.0
285079,1983,Alberta,Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,39000.0
285154,1983,Alberta,Males,25 to 34 years,Total income,Median income (excluding zeros),units,52900.0
285229,1983,Alberta,Females,25 to 34 years,Total income,Median income (excluding zeros),units,28500.0
285304,1983,Alberta,Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,45900.0
285379,1983,Alberta,Males,35 to 44 years,Total income,Median income (excluding zeros),units,63500.0
285454,1983,Alberta,Females,35 to 44 years,Total income,Median income (excluding zeros),units,31900.0
285529,1983,Alberta,Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,47100.0
285604,1983,Alberta,Males,45 to 54 years,Total income,Median income (excluding zeros),units,69100.0
285679,1983,Alberta,Females,45 to 54 years,Total income,Median income (excluding zeros),units,25300.0
285754,1983,Alberta,Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,36700.0
285829,1983,Alberta,Males,55 to 64 years,Total income,Median income (excluding zeros),units,54700.0
285904,1983,Alberta,Females,55 to 64 years,Total income,Median income (excluding zeros),units,22100.0
285979,1983,Alberta,Both sexes,65 years and over,Total income,Median income (excluding zeros),units,19200.0
286054,1983,Alberta,Males,65 years and over,Total income,Median income (excluding zeros),units,25300.0
286129,1983,Alberta,Females,65 years and over,Total income,Median income (excluding zeros),units,16700.0
286204,1983,British Columbia,Both sexes,16 years and over,Total income,Median income (excluding zeros),units,30100.0
286279,1983,British Columbia,Males,16 years and over,Total income,Median income (excluding zeros),units,47400.0
286354,1983,British Columbia,Females,16 years and over,Total income,Median income (excluding zeros),units,20600.0
286429,1983,British Columbia,Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,16100.0
286504,1983,British Columbia,Males,16 to 24 years,Total income,Median income (excluding zeros),units,20200.0
286579,1983,British Columbia,Females,16 to 24 years,Total income,Median income (excluding zeros),units,13800.0
286654,1983,British Columbia,Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,45200.0
286729,1983,British Columbia,Males,25 to 54 years,Total income,Median income (excluding zeros),units,61400.0
286804,1983,British Columbia,Females,25 to 54 years,Total income,Median income (excluding zeros),units,27600.0
286879,1983,British Columbia,Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,41300.0
286954,1983,British Columbia,Males,25 to 34 years,Total income,Median income (excluding zeros),units,53200.0
287029,1983,British Columbia,Females,25 to 34 years,Total income,Median income (excluding zeros),units,28800.0
287104,1983,British Columbia,Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,50500.0
287179,1983,British Columbia,Males,35 to 44 years,Total income,Median income (excluding zeros),units,67600.0
287254,1983,British Columbia,Females,35 to 44 years,Total income,Median income (excluding zeros),units,27000.0
287329,1983,British Columbia,Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,47100.0
287404,1983,British Columbia,Males,45 to 54 years,Total income,Median income (excluding zeros),units,62900.0
287479,1983,British Columbia,Females,45 to 54 years,Total income,Median income (excluding zeros),units,24600.0
287554,1983,British Columbia,Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,31500.0
287629,1983,British Columbia,Males,55 to 64 years,Total income,Median income (excluding zeros),units,57600.0
287704,1983,British Columbia,Females,55 to 64 years,Total income,Median income (excluding zeros),units,14900.0
287779,1983,British Columbia,Both sexes,65 years and over,Total income,Median income (excluding zeros),units,18800.0
287854,1983,British Columbia,Males,65 years and over,Total income,Median income (excluding zeros),units,21100.0
287929,1983,British Columbia,Females,65 years and over,Total income,Median income (excluding zeros),units,17200.0
288004,1983,"Québec, Quebec",Both sexes,16 years and over,Total income,Median income (excluding zeros),units,28000.0
288079,1983,"Québec, Quebec",Males,16 years and over,Total income,Median income (excluding zeros),units,41600.0
288154,1983,"Québec, Quebec",Females,16 years and over,Total income,Median income (excluding zeros),units,18400.0
288229,1983,"Québec, Quebec",Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,12900.0
288304,1983,"Québec, Quebec",Males,16 to 24 years,Total income,Median income (excluding zeros),units,14800.0
288379,1983,"Québec, Quebec",Females,16 to 24 years,Total income,Median income (excluding zeros),units,11900.0
288454,1983,"Québec, Quebec",Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,42100.0
288529,1983,"Québec, Quebec",Males,25 to 54 years,Total income,Median income (excluding zeros),units,51900.0
288604,1983,"Québec, Quebec",Females,25 to 54 years,Total income,Median income (excluding zeros),units,28400.0
288679,1983,"Québec, Quebec",Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,37400.0
